"","CpG","Beta","SE","P","FDR","Trait","threshold"
"18413","cg10536999",-0.0015,5e-04,0.0012,0.0346,"smoking","F01"
"18414","cg19237113",0.0017,5e-04,0.0012,0.0346,"smoking","F01"
"18415","cg22320365",0.0026,8e-04,0.0012,0.0347,"smoking","F01"
"18416","cg04907257",0.0022,7e-04,0.0012,0.0347,"smoking","F01"
"18417","cg14537549",-0.0041,0.0013,0.0012,0.0347,"smoking","F01"
"18418","cg23666378",-0.0058,0.0018,0.0012,0.0347,"smoking","F01"
"18419","cg00664609",0.0037,0.0011,0.0012,0.0347,"smoking","F01"
"18420","cg05247391",0.0051,0.0016,0.0012,0.0347,"smoking","F01"
"18421","cg21726844",0.0026,8e-04,0.0012,0.0347,"smoking","F01"
"18422","cg23239039",0.0017,5e-04,0.0012,0.0347,"smoking","F01"
"18423","cg14989202",-0.0054,0.0017,0.0012,0.0347,"smoking","F01"
"18424","cg05007022",0.0016,5e-04,0.0012,0.0347,"smoking","F01"
"18425","cg11498156",0.0049,0.0015,0.0012,0.0347,"smoking","F01"
"18426","cg26083458",-0.0063,0.0019,0.0012,0.0347,"smoking","F01"
"18427","cg23912454",0.0016,5e-04,0.0012,0.0347,"smoking","F01"
"18428","cg13227481",-0.0055,0.0017,0.0012,0.0347,"smoking","F01"
"18429","cg04149916",-0.0064,0.002,0.0012,0.0348,"smoking","F01"
"18430","cg08134091",0.0012,4e-04,0.0012,0.0348,"smoking","F01"
"18431","cg01339004",-0.002,6e-04,0.0012,0.0348,"smoking","F01"
"18432","cg22484980",0.0031,0.001,0.0012,0.0348,"smoking","F01"
"18433","cg14829814",0.0104,0.0032,0.0012,0.0348,"smoking","F01"
"18434","cg25850808",0.0036,0.0011,0.0012,0.0348,"smoking","F01"
"18435","cg05037725",0.002,6e-04,0.0012,0.0348,"smoking","F01"
"18436","cg11682697",-0.0059,0.0018,0.0012,0.0348,"smoking","F01"
"18437","cg05875982",-0.0028,9e-04,0.0012,0.0348,"smoking","F01"
"18438","cg01462537",-0.0051,0.0016,0.0012,0.0348,"smoking","F01"
"18439","cg03832522",-0.011,0.0034,0.0012,0.0348,"smoking","F01"
"18440","cg20327784",0.0028,9e-04,0.0012,0.0348,"smoking","F01"
"18441","cg06906472",0.0076,0.0023,0.0012,0.0348,"smoking","F01"
"18442","cg10619644",-0.0055,0.0017,0.0012,0.0348,"smoking","F01"
"18443","cg04473569",0.0031,0.001,0.0012,0.0348,"smoking","F01"
"18444","cg23425533",0.005,0.0016,0.0012,0.0348,"smoking","F01"
"18445","cg26646203",0.003,9e-04,0.0012,0.0348,"smoking","F01"
"18446","cg24058132",-0.0052,0.0016,0.0012,0.0348,"smoking","F01"
"18447","cg08968329",0.0027,8e-04,0.0012,0.0349,"smoking","F01"
"18448","cg12042332",0.0024,7e-04,0.0012,0.0349,"smoking","F01"
"18449","cg06708720",-0.0037,0.0011,0.0012,0.0349,"smoking","F01"
"18450","cg08649360",-0.0071,0.0022,0.0012,0.0349,"smoking","F01"
"18451","cg17906105",0.0033,0.001,0.0012,0.0349,"smoking","F01"
"18452","cg01254555",0.0011,3e-04,0.0012,0.0349,"smoking","F01"
"18453","cg18800739",0.0051,0.0016,0.0012,0.0349,"smoking","F01"
"18454","cg03316570",-0.004,0.0012,0.0012,0.0349,"smoking","F01"
"18455","cg16488098",-0.0027,8e-04,0.0012,0.0349,"smoking","F01"
"18456","cg04630273",-0.0022,7e-04,0.0012,0.0349,"smoking","F01"
"18457","cg15912732",-0.0017,5e-04,0.0012,0.0349,"smoking","F01"
"18458","cg20234205",0.0017,5e-04,0.0012,0.0349,"smoking","F01"
"18459","cg11272547",-0.0026,8e-04,0.0012,0.0349,"smoking","F01"
"18460","cg23057943",-0.0011,3e-04,0.0012,0.0349,"smoking","F01"
"18461","cg17186087",-0.0055,0.0017,0.0012,0.0349,"smoking","F01"
"18462","cg00378158",-0.0045,0.0014,0.0012,0.0349,"smoking","F01"
"18463","cg08691422",-0.0053,0.0016,0.0012,0.0349,"smoking","F01"
"18464","cg08588175",-0.0038,0.0012,0.0012,0.035,"smoking","F01"
"18465","cg19619387",-0.0025,8e-04,0.0012,0.035,"smoking","F01"
"18466","cg15491247",-0.0057,0.0017,0.0012,0.035,"smoking","F01"
"18467","cg25274468",-0.0034,0.001,0.0012,0.035,"smoking","F01"
"18468","cg14996916",0.0026,8e-04,0.0012,0.035,"smoking","F01"
"18469","cg04943713",0.0037,0.0011,0.0012,0.035,"smoking","F01"
"18470","cg14857380",0.0021,6e-04,0.0012,0.035,"smoking","F01"
"18471","cg27447868",9e-04,3e-04,0.0012,0.035,"smoking","F01"
"18472","cg19363499",0.002,6e-04,0.0012,0.035,"smoking","F01"
"18473","cg15699524",-0.0028,9e-04,0.0012,0.035,"smoking","F01"
"18474","cg26963795",-0.003,9e-04,0.0012,0.035,"smoking","F01"
"18475","cg26060489",0.0039,0.0012,0.0012,0.035,"smoking","F01"
"18476","cg15850390",0.0049,0.0015,0.0012,0.035,"smoking","F01"
"18477","cg20618826",-0.0032,0.001,0.0012,0.0351,"smoking","F01"
"18478","cg10820587",-0.0028,9e-04,0.0012,0.0351,"smoking","F01"
"18479","cg07981013",0.0023,7e-04,0.0012,0.0351,"smoking","F01"
"18480","cg16174029",0.0015,5e-04,0.0012,0.0351,"smoking","F01"
"18481","cg23982229",9e-04,3e-04,0.0012,0.0351,"smoking","F01"
"18482","cg00164282",0.0023,7e-04,0.0012,0.0351,"smoking","F01"
"18483","cg17713673",0.0043,0.0013,0.0012,0.0351,"smoking","F01"
"18484","cg07567256",0.0052,0.0016,0.0012,0.0351,"smoking","F01"
"18485","cg00309945",0.0037,0.0012,0.0012,0.0351,"smoking","F01"
"18486","cg10184431",-0.0043,0.0013,0.0012,0.0351,"smoking","F01"
"18487","cg11497377",-0.0034,0.001,0.0012,0.0351,"smoking","F01"
"18488","cg25463779",-0.003,9e-04,0.0012,0.0351,"smoking","F01"
"18489","cg03004599",0.0044,0.0014,0.0012,0.0351,"smoking","F01"
"18490","cg18113453",-0.0036,0.0011,0.0012,0.0351,"smoking","F01"
"18491","cg04579254",-0.0034,0.001,0.0012,0.0351,"smoking","F01"
"18492","cg16229954",-0.0012,4e-04,0.0012,0.0351,"smoking","F01"
"18493","cg15804973",-0.0101,0.0031,0.0012,0.0351,"smoking","F01"
"18494","cg23837623",0.0028,9e-04,0.0012,0.0351,"smoking","F01"
"18495","cg01162672",0.0029,9e-04,0.0012,0.0352,"smoking","F01"
"18496","cg10187713",-0.0022,7e-04,0.0012,0.0352,"smoking","F01"
"18497","cg00852675",-0.0025,8e-04,0.0012,0.0352,"smoking","F01"
"18498","cg05648010",0.006,0.0018,0.0012,0.0352,"smoking","F01"
"18499","cg02264229",-0.0061,0.0019,0.0012,0.0352,"smoking","F01"
"18500","cg06850996",0.003,9e-04,0.0012,0.0352,"smoking","F01"
"18501","cg07627628",-0.0047,0.0015,0.0012,0.0352,"smoking","F01"
"18502","cg26180015",0.0016,5e-04,0.0012,0.0352,"smoking","F01"
"18503","cg21147648",0.0023,7e-04,0.0012,0.0352,"smoking","F01"
"18504","cg09199486",0.0018,6e-04,0.0012,0.0352,"smoking","F01"
"18505","cg06905453",0.0046,0.0014,0.0012,0.0352,"smoking","F01"
"18506","cg24559261",0.0036,0.0011,0.0012,0.0352,"smoking","F01"
"18507","cg23651889",0.009,0.0028,0.0012,0.0352,"smoking","F01"
"18508","cg16646726",-0.0025,8e-04,0.0012,0.0352,"smoking","F01"
"18509","cg09470638",-0.0062,0.0019,0.0012,0.0353,"smoking","F01"
"18510","cg13092901",-0.0071,0.0022,0.0012,0.0353,"smoking","F01"
"18511","cg17155018",0.0077,0.0024,0.0012,0.0353,"smoking","F01"
"18512","cg06204229",0.0023,7e-04,0.0012,0.0353,"smoking","F01"
"18513","cg02550691",0.0039,0.0012,0.0012,0.0353,"smoking","F01"
"18514","cg13924715",-0.0064,0.002,0.0012,0.0354,"smoking","F01"
"18515","cg11830695",-0.0039,0.0012,0.0012,0.0354,"smoking","F01"
"18516","cg13728834",-0.0072,0.0022,0.0012,0.0354,"smoking","F01"
"18517","cg17576603",-0.0026,8e-04,0.0012,0.0354,"smoking","F01"
"18518","cg21497082",-0.0028,9e-04,0.0012,0.0354,"smoking","F01"
"18519","cg10805956",-0.003,9e-04,0.0012,0.0354,"smoking","F01"
"18520","cg05993265",-0.0058,0.0018,0.0012,0.0354,"smoking","F01"
"18521","cg03922337",-0.0032,0.001,0.0012,0.0354,"smoking","F01"
"18522","cg00403478",-0.005,0.0016,0.0012,0.0354,"smoking","F01"
"18523","cg05595469",0.0045,0.0014,0.0012,0.0354,"smoking","F01"
"18524","cg03310469",0.0018,5e-04,0.0012,0.0354,"smoking","F01"
"18525","cg19604369",0.003,9e-04,0.0012,0.0354,"smoking","F01"
"18526","cg19677522",-0.001,3e-04,0.0012,0.0354,"smoking","F01"
"18527","cg27228578",0.0037,0.0011,0.0012,0.0355,"smoking","F01"
"18528","cg13258453",0.0045,0.0014,0.0012,0.0355,"smoking","F01"
"18529","cg04242728",0.0039,0.0012,0.0012,0.0355,"smoking","F01"
"18530","cg12065779",0.0024,8e-04,0.0012,0.0355,"smoking","F01"
"18531","cg13855568",0.0024,7e-04,0.0012,0.0355,"smoking","F01"
"18532","cg14691671",0.0032,0.001,0.0012,0.0355,"smoking","F01"
"18533","cg12244325",-0.0028,9e-04,0.0012,0.0355,"smoking","F01"
"18534","cg26764019",-0.0019,6e-04,0.0012,0.0355,"smoking","F01"
"18535","cg27176536",0.0017,5e-04,0.0012,0.0355,"smoking","F01"
"18536","cg01506917",-0.0069,0.0021,0.0012,0.0355,"smoking","F01"
"18537","cg06706813",0.0021,7e-04,0.0012,0.0355,"smoking","F01"
"18538","cg12641739",-0.0042,0.0013,0.0012,0.0355,"smoking","F01"
"18539","cg14876761",0.0035,0.0011,0.0012,0.0355,"smoking","F01"
"18540","cg27605300",0.0022,7e-04,0.0012,0.0355,"smoking","F01"
"18541","cg26951839",0.0041,0.0013,0.0012,0.0355,"smoking","F01"
"18542","cg20271029",0.0043,0.0013,0.0012,0.0355,"smoking","F01"
"18543","cg21538924",0.0012,4e-04,0.0012,0.0356,"smoking","F01"
"18544","cg14769786",-0.0073,0.0023,0.0012,0.0356,"smoking","F01"
"18545","cg02256576",-0.0073,0.0023,0.0012,0.0356,"smoking","F01"
"18546","cg03059247",0.0024,7e-04,0.0012,0.0356,"smoking","F01"
"18547","cg12401152",0.0026,8e-04,0.0012,0.0356,"smoking","F01"
"18548","cg13522882",-0.0046,0.0014,0.0012,0.0356,"smoking","F01"
"18549","cg25723585",0.0016,5e-04,0.0012,0.0356,"smoking","F01"
"18550","cg01051642",-9e-04,3e-04,0.0012,0.0356,"smoking","F01"
"18551","cg21400170",-0.0053,0.0016,0.0012,0.0356,"smoking","F01"
"18552","cg08848847",0.0017,5e-04,0.0012,0.0357,"smoking","F01"
"18553","cg15039036",-0.0019,6e-04,0.0012,0.0357,"smoking","F01"
"18554","cg15247329",0.006,0.0018,0.0012,0.0357,"smoking","F01"
"18555","cg08701566",0.0026,8e-04,0.0012,0.0357,"smoking","F01"
"18556","cg17808882",-0.0053,0.0016,0.0012,0.0357,"smoking","F01"
"18557","cg18389062",9e-04,3e-04,0.0012,0.0357,"smoking","F01"
"18558","cg26038190",0.0034,0.0011,0.0012,0.0357,"smoking","F01"
"18559","cg07150862",-0.0097,0.003,0.0012,0.0357,"smoking","F01"
"18560","cg07676859",0.0075,0.0023,0.0012,0.0357,"smoking","F01"
"18561","cg22777326",0.0027,8e-04,0.0012,0.0357,"smoking","F01"
"18562","cg17706086",-0.0097,0.003,0.0012,0.0357,"smoking","F01"
"18563","cg22358121",-0.0051,0.0016,0.0012,0.0357,"smoking","F01"
"18564","cg24150986",-0.0027,8e-04,0.0012,0.0357,"smoking","F01"
"18565","cg15961920",-0.0068,0.0021,0.0012,0.0357,"smoking","F01"
"18566","cg25496678",0.003,9e-04,0.0012,0.0357,"smoking","F01"
"18567","cg04885336",-0.0034,0.0011,0.0012,0.0357,"smoking","F01"
"18568","cg05961272",0.0027,8e-04,0.0012,0.0358,"smoking","F01"
"18569","cg27363280",0.0051,0.0016,0.0012,0.0358,"smoking","F01"
"18570","cg19713038",0.0018,6e-04,0.0012,0.0358,"smoking","F01"
"18571","cg08677210",-0.0024,7e-04,0.0012,0.0358,"smoking","F01"
"18572","cg12623364",-0.0037,0.0011,0.0012,0.0358,"smoking","F01"
"18573","cg26542091",0.0029,9e-04,0.0012,0.0358,"smoking","F01"
"18574","cg07478641",-0.0014,4e-04,0.0012,0.0358,"smoking","F01"
"18575","cg17231373",-0.0047,0.0014,0.0012,0.0358,"smoking","F01"
"18576","cg07285276",-0.0039,0.0012,0.0012,0.0358,"smoking","F01"
"18577","cg14276557",-0.005,0.0015,0.0012,0.0359,"smoking","F01"
"18578","cg00138474",0.0013,4e-04,0.0012,0.0359,"smoking","F01"
"18579","cg22729539",-0.0054,0.0017,0.0012,0.0359,"smoking","F01"
"18580","cg26399164",-0.0028,9e-04,0.0012,0.0359,"smoking","F01"
"18581","cg10504805",-0.0022,7e-04,0.0012,0.0359,"smoking","F01"
"18582","cg26864395",-0.0035,0.0011,0.0012,0.0359,"smoking","F01"
"18583","cg26050864",0.0042,0.0013,0.0012,0.0359,"smoking","F01"
"18584","cg27117749",0.0035,0.0011,0.0012,0.0359,"smoking","F01"
"18585","cg20671068",0.0015,5e-04,0.0012,0.036,"smoking","F01"
"18586","cg18148156",0.0028,9e-04,0.0012,0.036,"smoking","F01"
"18587","cg13746740",0.0029,9e-04,0.0012,0.036,"smoking","F01"
"18588","cg06776976",-0.0024,8e-04,0.0012,0.036,"smoking","F01"
"18589","cg11250247",-0.0024,8e-04,0.0012,0.036,"smoking","F01"
"18590","cg13618979",-0.003,9e-04,0.0012,0.036,"smoking","F01"
"18591","cg08528970",-0.0031,0.001,0.0012,0.036,"smoking","F01"
"18592","cg10976961",-0.0047,0.0015,0.0012,0.036,"smoking","F01"
"18593","cg03240301",0.0031,0.001,0.0012,0.036,"smoking","F01"
"18594","cg25450033",-0.007,0.0022,0.0012,0.036,"smoking","F01"
"18595","cg13620770",-0.0018,6e-04,0.0012,0.036,"smoking","F01"
"18596","cg09931891",0.0011,3e-04,0.0012,0.036,"smoking","F01"
"18597","cg13257263",0.0018,6e-04,0.0012,0.0361,"smoking","F01"
"18598","cg08836024",-0.0016,5e-04,0.0012,0.0361,"smoking","F01"
"18599","cg05889171",-0.0025,8e-04,0.0012,0.0361,"smoking","F01"
"18600","cg27638284",-0.0016,5e-04,0.0012,0.0361,"smoking","F01"
"18601","cg22150459",-8e-04,2e-04,0.0012,0.0361,"smoking","F01"
"18602","cg07969984",0.0019,6e-04,0.0012,0.0361,"smoking","F01"
"18603","cg23560388",0.0053,0.0016,0.0012,0.0361,"smoking","F01"
"18604","cg18887458",0.0046,0.0014,0.0012,0.0361,"smoking","F01"
"18605","cg15549973",0.0031,9e-04,0.0012,0.0361,"smoking","F01"
"18606","cg11746996",-0.0047,0.0015,0.0012,0.0361,"smoking","F01"
"18607","cg25095518",0.0063,0.0019,0.0012,0.0361,"smoking","F01"
"18608","cg13409674",0.0073,0.0023,0.0012,0.0361,"smoking","F01"
"18609","cg13500113",-0.0035,0.0011,0.0012,0.0361,"smoking","F01"
"18610","cg16810293",-0.002,6e-04,0.0012,0.0361,"smoking","F01"
"18611","cg11062848",-0.0037,0.0011,0.0012,0.0361,"smoking","F01"
"18612","cg22967008",-0.0083,0.0026,0.0012,0.0361,"smoking","F01"
"18613","cg23081026",-0.0028,9e-04,0.0012,0.0362,"smoking","F01"
"18614","cg26003455",-0.0021,6e-04,0.0012,0.0362,"smoking","F01"
"18615","cg19382157",0.0048,0.0015,0.0012,0.0362,"smoking","F01"
"18616","cg02864732",0.0049,0.0015,0.0012,0.0362,"smoking","F01"
"18617","cg11263296",-0.0044,0.0014,0.0012,0.0362,"smoking","F01"
"18618","cg01844642",0.0028,9e-04,0.0012,0.0362,"smoking","F01"
"18619","cg10603004",0.003,9e-04,0.0012,0.0362,"smoking","F01"
"18620","cg23816537",0.0032,0.001,0.0012,0.0362,"smoking","F01"
"18621","cg14913610",0.0092,0.0028,0.0012,0.0362,"smoking","F01"
"18622","cg20224693",-7e-04,2e-04,0.0012,0.0362,"smoking","F01"
"18623","cg00160183",0.0016,5e-04,0.0012,0.0362,"smoking","F01"
"18624","cg12706938",-0.0025,8e-04,0.0012,0.0362,"smoking","F01"
"18625","cg04687241",0.0048,0.0015,0.0012,0.0362,"smoking","F01"
"18626","cg07638935",0.0025,8e-04,0.0012,0.0363,"smoking","F01"
"18627","cg00530414",-0.006,0.0019,0.0012,0.0363,"smoking","F01"
"18628","cg19413066",0.0047,0.0014,0.0012,0.0363,"smoking","F01"
"18629","cg13080379",0.0024,8e-04,0.0012,0.0363,"smoking","F01"
"18630","cg04909432",-0.003,9e-04,0.0012,0.0363,"smoking","F01"
"18631","cg02224980",-0.0036,0.0011,0.0012,0.0363,"smoking","F01"
"18632","cg27206867",-0.007,0.0022,0.0012,0.0363,"smoking","F01"
"18633","cg03262802",-0.0021,7e-04,0.0012,0.0363,"smoking","F01"
"18634","cg24207161",0.0073,0.0023,0.0012,0.0363,"smoking","F01"
"18635","cg05934682",-0.0032,0.001,0.0012,0.0364,"smoking","F01"
"18636","cg24565274",0.0032,0.001,0.0012,0.0364,"smoking","F01"
"18637","cg06661266",-0.0069,0.0021,0.0012,0.0364,"smoking","F01"
"18638","cg12149911",0.0035,0.0011,0.0012,0.0364,"smoking","F01"
"18639","cg04804618",0.002,6e-04,0.0012,0.0364,"smoking","F01"
"18640","cg24143729",0.002,6e-04,0.0012,0.0364,"smoking","F01"
"18641","cg23130731",0.0034,0.0011,0.0012,0.0364,"smoking","F01"
"18642","cg04059696",-0.0037,0.0011,0.0012,0.0364,"smoking","F01"
"18643","cg00747944",0.0018,6e-04,0.0012,0.0364,"smoking","F01"
"18644","cg23606421",-0.0038,0.0012,0.0012,0.0364,"smoking","F01"
"18645","cg17298326",0.0051,0.0016,0.0013,0.0364,"smoking","F01"
"18646","cg11835068",0.0022,7e-04,0.0013,0.0364,"smoking","F01"
"18647","cg06763054",0.0035,0.0011,0.0013,0.0364,"smoking","F01"
"18648","cg00109344",-0.0035,0.0011,0.0013,0.0364,"smoking","F01"
"18649","cg19230867",0.0038,0.0012,0.0013,0.0364,"smoking","F01"
"18650","cg00830420",0.0051,0.0016,0.0013,0.0364,"smoking","F01"
"18651","cg01802453",0.003,9e-04,0.0013,0.0364,"smoking","F01"
"18652","cg20937139",0.0029,9e-04,0.0013,0.0365,"smoking","F01"
"18653","cg01512113",0.0024,7e-04,0.0013,0.0365,"smoking","F01"
"18654","cg16211161",0.0023,7e-04,0.0013,0.0365,"smoking","F01"
"18655","cg24994127",0.0032,0.001,0.0013,0.0365,"smoking","F01"
"18656","cg13433363",0.0038,0.0012,0.0013,0.0365,"smoking","F01"
"18657","cg16533146",0.0032,0.001,0.0013,0.0365,"smoking","F01"
"18658","cg05085585",-0.0058,0.0018,0.0013,0.0365,"smoking","F01"
"18659","cg12500956",-0.0086,0.0027,0.0013,0.0365,"smoking","F01"
"18660","cg16546376",-0.0036,0.0011,0.0013,0.0365,"smoking","F01"
"18661","cg05901196",-0.0055,0.0017,0.0013,0.0365,"smoking","F01"
"18662","cg01153946",-0.0051,0.0016,0.0013,0.0365,"smoking","F01"
"18663","cg23300732",0.0015,5e-04,0.0013,0.0366,"smoking","F01"
"18664","cg20208009",0.0034,0.001,0.0013,0.0366,"smoking","F01"
"18665","cg08932727",-0.0047,0.0015,0.0013,0.0366,"smoking","F01"
"18666","cg06345027",0.0026,8e-04,0.0013,0.0366,"smoking","F01"
"18667","cg00726046",-0.006,0.0019,0.0013,0.0366,"smoking","F01"
"18668","cg00377358",-0.0074,0.0023,0.0013,0.0367,"smoking","F01"
"18669","cg01030121",0.0023,7e-04,0.0013,0.0367,"smoking","F01"
"18670","cg20469935",0.0029,9e-04,0.0013,0.0367,"smoking","F01"
"18671","cg01894508",0.0058,0.0018,0.0013,0.0367,"smoking","F01"
"18672","cg09747445",-0.0071,0.0022,0.0013,0.0367,"smoking","F01"
"18673","cg17954695",0.0028,9e-04,0.0013,0.0367,"smoking","F01"
"18674","cg12034783",0.0045,0.0014,0.0013,0.0367,"smoking","F01"
"18675","cg21863888",-0.0034,0.0011,0.0013,0.0367,"smoking","F01"
"18676","cg06966660",0.001,3e-04,0.0013,0.0367,"smoking","F01"
"18677","cg03356087",0.001,3e-04,0.0013,0.0367,"smoking","F01"
"18678","cg10249734",-0.0038,0.0012,0.0013,0.0367,"smoking","F01"
"18679","cg09072576",0.0024,7e-04,0.0013,0.0367,"smoking","F01"
"18680","cg12793711",-0.0067,0.0021,0.0013,0.0367,"smoking","F01"
"18681","cg22800233",0.0053,0.0016,0.0013,0.0367,"smoking","F01"
"18682","cg05768044",0.0043,0.0013,0.0013,0.0368,"smoking","F01"
"18683","cg11316905",0.0028,9e-04,0.0013,0.0368,"smoking","F01"
"18684","cg04700283",0.0012,4e-04,0.0013,0.0368,"smoking","F01"
"18685","cg21536086",0.0016,5e-04,0.0013,0.0368,"smoking","F01"
"18686","cg15677087",-0.0072,0.0022,0.0013,0.0368,"smoking","F01"
"18687","cg25461290",0.0053,0.0017,0.0013,0.0368,"smoking","F01"
"18688","cg19145995",0.0032,0.001,0.0013,0.0368,"smoking","F01"
"18689","cg15214183",-7e-04,2e-04,0.0013,0.0368,"smoking","F01"
"18690","cg24222504",-0.0025,8e-04,0.0013,0.0368,"smoking","F01"
"18691","cg04272086",0.0027,9e-04,0.0013,0.0368,"smoking","F01"
"18692","cg05081614",-0.008,0.0025,0.0013,0.0368,"smoking","F01"
"18693","cg05491001",0.0064,0.002,0.0013,0.0368,"smoking","F01"
"18694","cg13468625",0.0048,0.0015,0.0013,0.0368,"smoking","F01"
"18695","cg18250846",0.0022,7e-04,0.0013,0.0368,"smoking","F01"
"18696","cg07139527",0.0026,8e-04,0.0013,0.0368,"smoking","F01"
"18697","cg03778108",-0.0021,7e-04,0.0013,0.0368,"smoking","F01"
"18698","cg07283011",-0.0033,0.001,0.0013,0.0368,"smoking","F01"
"18699","cg04682193",0.006,0.0019,0.0013,0.0368,"smoking","F01"
"18700","cg00156427",0.0042,0.0013,0.0013,0.0368,"smoking","F01"
"18701","cg26170604",0.0012,4e-04,0.0013,0.0368,"smoking","F01"
"18702","cg04629204",-0.003,9e-04,0.0013,0.0368,"smoking","F01"
"18703","cg13488013",-0.0061,0.0019,0.0013,0.0368,"smoking","F01"
"18704","cg04685442",-0.0038,0.0012,0.0013,0.0368,"smoking","F01"
"18705","cg25848158",-0.0013,4e-04,0.0013,0.0368,"smoking","F01"
"18706","cg03603530",-0.0051,0.0016,0.0013,0.0368,"smoking","F01"
"18707","cg23487226",-0.002,6e-04,0.0013,0.0368,"smoking","F01"
"18708","cg26579986",0.0026,8e-04,0.0013,0.0368,"smoking","F01"
"18709","cg20932718",0.0032,0.001,0.0013,0.0368,"smoking","F01"
"18710","cg18582362",0.0045,0.0014,0.0013,0.0369,"smoking","F01"
"18711","cg22923895",-0.0019,6e-04,0.0013,0.0369,"smoking","F01"
"18712","cg06095631",0.0016,5e-04,0.0013,0.0369,"smoking","F01"
"18713","cg14286514",-0.006,0.0018,0.0013,0.0369,"smoking","F01"
"18714","cg21871091",-0.0114,0.0035,0.0013,0.0369,"smoking","F01"
"18715","cg22953960",-0.0059,0.0018,0.0013,0.0369,"smoking","F01"
"18716","cg01571001",-0.0131,0.0041,0.0013,0.0369,"smoking","F01"
"18717","cg21387604",0.0041,0.0013,0.0013,0.0369,"smoking","F01"
"18718","cg07440264",-0.0036,0.0011,0.0013,0.0369,"smoking","F01"
"18719","cg18984724",-0.0027,8e-04,0.0013,0.0369,"smoking","F01"
"18720","cg13336690",-0.0041,0.0013,0.0013,0.037,"smoking","F01"
"18721","cg08203886",-0.0037,0.0012,0.0013,0.037,"smoking","F01"
"18722","cg24543759",-0.0037,0.0011,0.0013,0.037,"smoking","F01"
"18723","cg17369527",0.0028,9e-04,0.0013,0.037,"smoking","F01"
"18724","cg22028727",0.0032,0.001,0.0013,0.037,"smoking","F01"
"18725","cg17156491",0.0049,0.0015,0.0013,0.037,"smoking","F01"
"18726","cg12105899",0.0133,0.0041,0.0013,0.037,"smoking","F01"
"18727","cg09708616",-0.0012,4e-04,0.0013,0.037,"smoking","F01"
"18728","cg15956469",0.0057,0.0018,0.0013,0.037,"smoking","F01"
"18729","cg23913995",0.0018,6e-04,0.0013,0.037,"smoking","F01"
"18730","cg17942053",0.0022,7e-04,0.0013,0.0371,"smoking","F01"
"18731","cg11807006",0.0013,4e-04,0.0013,0.0371,"smoking","F01"
"18732","cg24500683",-0.0023,7e-04,0.0013,0.0371,"smoking","F01"
"18733","cg18482112",-0.0041,0.0013,0.0013,0.0371,"smoking","F01"
"18734","cg14219787",-0.0044,0.0014,0.0013,0.0371,"smoking","F01"
"18735","cg14896134",-0.0045,0.0014,0.0013,0.0371,"smoking","F01"
"18736","cg26105214",0.0016,5e-04,0.0013,0.0371,"smoking","F01"
"18737","cg09005651",0.0025,8e-04,0.0013,0.0371,"smoking","F01"
"18738","cg19828220",-0.0089,0.0028,0.0013,0.0371,"smoking","F01"
"18739","cg10118002",-7e-04,2e-04,0.0013,0.0371,"smoking","F01"
"18740","cg05095158",0.0012,4e-04,0.0013,0.0371,"smoking","F01"
"18741","cg05876824",0.0036,0.0011,0.0013,0.0371,"smoking","F01"
"18742","cg24466377",-0.0061,0.0019,0.0013,0.0371,"smoking","F01"
"18743","cg17326835",0.0023,7e-04,0.0013,0.0371,"smoking","F01"
"18744","cg13307782",-0.004,0.0013,0.0013,0.0371,"smoking","F01"
"18745","cg06512885",0.0039,0.0012,0.0013,0.0371,"smoking","F01"
"18746","cg04703696",-0.0035,0.0011,0.0013,0.0371,"smoking","F01"
"18747","cg13636636",-0.003,9e-04,0.0013,0.0372,"smoking","F01"
"18748","cg05105913",-0.0056,0.0017,0.0013,0.0372,"smoking","F01"
"18749","cg00740813",0.0015,5e-04,0.0013,0.0372,"smoking","F01"
"18750","cg03395188",-0.0061,0.0019,0.0013,0.0372,"smoking","F01"
"18751","cg11430783",-0.0036,0.0011,0.0013,0.0372,"smoking","F01"
"18752","cg26845300",-0.004,0.0013,0.0013,0.0372,"smoking","F01"
